phase,path,suffix,size,modified
10_其他可审计文件,mvp_cn/data/raw/yahoo/512330.SS.json,.json,299755,2026-06-22 20:56:25
10_其他可审计文件,mvp_cn/data/raw/sina/sh510300.csv,.csv,191775,2026-06-22 20:56:28
10_其他可审计文件,mvp_cn/data/raw/yahoo/510300.SS.json,.json,385983,2026-06-22 20:56:30
10_其他可审计文件,mvp_cn/outputs/_akshare_explore.json,.json,12753,2026-06-22 21:29:35
01_基线MVP,mvp/src/sector_rotation_mvp.py,.py,35733,2026-06-22 21:31:26
10_其他可审计文件,mvp_cn/outputs/_explore_result.json,.json,4148,2026-06-22 21:31:26
10_其他可审计文件,mvp_cn/src/second_round_research.py,.py,52054,2026-06-22 21:31:29
01_基线MVP,mvp/tests/test_pipeline.py,.py,3294,2026-06-22 21:32:02
10_其他可审计文件,quant-research-platform/projects/model-comparison-report/assets/tables/factor_candidate_monthly_ic.csv,.csv,156371,2026-06-22 21:32:46
10_其他可审计文件,quant-research-platform/projects/model-comparison-report/assets/tables/factor_candidate_monthly_panel.csv,.csv,465299,2026-06-22 21:32:46
10_其他可审计文件,quant-research-platform/projects/model-comparison-report/assets/tables/factor_candidate_screen.csv,.csv,11096,2026-06-22 21:32:46
10_其他可审计文件,quant-research-platform/projects/model-comparison-report/assets/figures/candidate_ic_vs_redundancy.png,.png,129743,2026-06-22 21:32:47
10_其他可审计文件,quant-research-platform/projects/model-comparison-report/assets/figures/candidate_subperiod_ic_heatmap.png,.png,224238,2026-06-22 21:32:47
10_其他可审计文件,quant-research-platform/projects/model-comparison-report/assets/tables/README.md,.md,1450,2026-06-22 21:32:47
10_其他可审计文件,quant-research-platform/projects/model-comparison-report/assets/tables/akshare_fetch_audit.csv,.csv,247,2026-06-22 21:32:47
10_其他可审计文件,quant-research-platform/projects/model-comparison-report/assets/tables/factor_candidate_summary.json,.json,470,2026-06-22 21:32:47
02_Day1_基线优化,mvp_cn/outputs/enhanced/macro_factors.csv,.csv,2319,2026-06-22 21:34:45
02_Day1_基线优化,mvp_cn/outputs/enhanced/etf_universe.json,.json,2,2026-06-22 21:36:23
02_Day1_基线优化,mvp_cn/outputs/enhanced/targets_月末调仓_原五因子.csv,.csv,9287,2026-06-22 21:36:28
02_Day1_基线优化,mvp_cn/outputs/enhanced/targets_月中15日_原五因子.csv,.csv,9399,2026-06-22 21:36:32
02_Day1_基线优化,mvp_cn/outputs/enhanced/targets_月末调仓_增强因子.csv,.csv,9274,2026-06-22 21:36:36
02_Day1_基线优化,mvp_cn/outputs/enhanced/comparison_summary.json,.json,921,2026-06-22 21:36:40
02_Day1_基线优化,mvp_cn/outputs/enhanced/targets_月末_原因子.csv,.csv,9287,2026-06-22 21:37:21
02_Day1_基线优化,mvp_cn/outputs/enhanced/targets_月中15日_原因子.csv,.csv,9399,2026-06-22 21:37:24
02_Day1_基线优化,mvp_cn/outputs/enhanced/targets_月末_增强因子.csv,.csv,9274,2026-06-22 21:37:27
02_Day1_基线优化,mvp_cn/outputs/enhanced/comparison_daily_returns.csv,.csv,283592,2026-06-22 21:37:30
02_Day1_基线优化,mvp_cn/outputs/enhanced/comparison_metrics.csv,.csv,1517,2026-06-22 21:37:30
02_Day1_基线优化,mvp_cn/outputs/enhanced/targets_月中15日_增强因子.csv,.csv,9396,2026-06-22 21:37:30
02_Day1_基线优化,mvp_cn/outputs/enhanced/figures/comparison_dashboard.png,.png,272658,2026-06-22 21:37:31
10_其他可审计文件,mvp_cn/README.md,.md,2181,2026-06-22 21:44:49
01_基线MVP,mvp/README.md,.md,2635,2026-06-22 21:44:50
02_Day1_基线优化,mvp_cn/outputs/enhanced/figures/equity_full.png,.png,240410,2026-06-22 21:45:04
02_Day1_基线优化,mvp_cn/outputs/enhanced/figures/cagr_sharpe_bars.png,.png,51034,2026-06-22 21:45:05
02_Day1_基线优化,mvp_cn/outputs/enhanced/figures/drawdown_comparison.png,.png,363977,2026-06-22 21:45:05
02_Day1_基线优化,mvp_cn/outputs/enhanced/figures/equity_holdout.png,.png,257011,2026-06-22 21:45:05
02_Day1_基线优化,mvp_cn/outputs/enhanced/figures/holdout_cagr_sharpe.png,.png,52791,2026-06-22 21:45:05
02_Day1_基线优化,mvp_cn/outputs/enhanced/figures/factor_ic.png,.png,74001,2026-06-22 21:45:06
02_Day1_基线优化,mvp_cn/outputs/enhanced/figures/metrics_heatmap.png,.png,82289,2026-06-22 21:45:06
02_Day1_基线优化,mvp_cn/outputs/enhanced/figures/turnover_vs_drawdown.png,.png,56519,2026-06-22 21:45:06
01_基线MVP,mvp_cn/src/china_sector_rotation.py,.py,18370,2026-06-22 21:46:13
10_其他可审计文件,mvp_cn/data/processed/monthly_feature_panel.csv,.csv,252634,2026-06-22 21:46:25
10_其他可审计文件,mvp_cn/outputs/factor_ic.csv,.csv,537,2026-06-22 21:46:25
10_其他可审计文件,mvp_cn/outputs/factor_ic_monthly.csv,.csv,17423,2026-06-22 21:46:25
04_Day2_因子筛选与正则化,mvp_cn/outputs/lasso_training_audit.csv,.csv,7997,2026-06-22 21:46:26
10_其他可审计文件,mvp_cn/outputs/cost_sensitivity.csv,.csv,6148,2026-06-22 21:46:26
10_其他可审计文件,mvp_cn/outputs/metrics.csv,.csv,2833,2026-06-22 21:46:26
10_其他可审计文件,mvp_cn/outputs/ridge_training_audit.csv,.csv,11123,2026-06-22 21:46:26
10_其他可审计文件,mvp_cn/outputs/spec_robustness.csv,.csv,2981,2026-06-22 21:46:27
01_基线MVP,mvp_cn/outputs/daily_equity.csv,.csv,144414,2026-06-22 21:46:28
01_基线MVP,mvp_cn/outputs/daily_returns.csv,.csv,163219,2026-06-22 21:46:28
04_Day2_因子筛选与正则化,mvp_cn/outputs/lasso_target_weights.csv,.csv,7439,2026-06-22 21:46:28
10_其他可审计文件,mvp_cn/outputs/composite_target_weights.csv,.csv,9353,2026-06-22 21:46:28
10_其他可审计文件,mvp_cn/outputs/figures/equity_curves.png,.png,271005,2026-06-22 21:46:28
10_其他可审计文件,mvp_cn/outputs/figures/equity_curves.svg,.svg,223750,2026-06-22 21:46:28
10_其他可审计文件,mvp_cn/outputs/overfit_diagnostics.json,.json,1180,2026-06-22 21:46:28
10_其他可审计文件,mvp_cn/outputs/ridge_target_weights.csv,.csv,5235,2026-06-22 21:46:28
10_其他可审计文件,mvp_cn/outputs/ridge_trade_log.csv,.csv,23196,2026-06-22 21:46:28
10_其他可审计文件,mvp_cn/outputs/t1_execution_audit.csv,.csv,22432,2026-06-22 21:46:28
10_其他可审计文件,mvp_cn/outputs/figures/drawdowns.png,.png,261791,2026-06-22 21:46:29
10_其他可审计文件,mvp_cn/outputs/figures/drawdowns.svg,.svg,185798,2026-06-22 21:46:29
10_其他可审计文件,mvp_cn/outputs/run_summary.json,.json,424,2026-06-22 21:46:29
02_Day1_基线优化,mvp_cn/outputs/enhanced/report.html,.html,5015196,2026-06-22 21:49:00
10_其他可审计文件,mvp_cn/src/external_supplement_research.py,.py,11748,2026-06-22 21:51:34
10_其他可审计文件,mvp_cn/tests/test_external_supplement_research.py,.py,1122,2026-06-22 21:51:35
10_其他可审计文件,mvp_cn/data/raw/akshare_macro/pmi.csv,.csv,10960,2026-06-22 21:51:54
10_其他可审计文件,mvp_cn/data/raw/akshare_macro/cpi.csv,.csv,21231,2026-06-22 21:51:57
05_Day2_新增维度与失败尝试,mvp_cn/outputs/external_supplements/external_data_manifest.json,.json,894,2026-06-22 21:52:01
05_Day2_新增维度与失败尝试,mvp_cn/outputs/external_supplements/external_interface_audit.csv,.csv,988,2026-06-22 21:52:01
05_Day2_新增维度与失败尝试,mvp_cn/outputs/external_supplements/figures/macro_overlay_equity.png,.png,186055,2026-06-22 21:52:01
05_Day2_新增维度与失败尝试,mvp_cn/outputs/external_supplements/figures/macro_overlay_exposure.png,.png,53433,2026-06-22 21:52:01
05_Day2_新增维度与失败尝试,mvp_cn/outputs/external_supplements/macro_monthly_snapshot.csv,.csv,12986,2026-06-22 21:52:01
05_Day2_新增维度与失败尝试,mvp_cn/outputs/external_supplements/macro_signal_states.csv,.csv,4743,2026-06-22 21:52:01
05_Day2_新增维度与失败尝试,mvp_cn/outputs/external_supplements/macro_supplement_daily_returns.csv,.csv,109758,2026-06-22 21:52:01
05_Day2_新增维度与失败尝试,mvp_cn/outputs/external_supplements/macro_supplement_metrics.csv,.csv,3081,2026-06-22 21:52:01
08_课堂交付,quant-research-platform/projects/final-classroom-delivery/assets/figures/macro_overlay_equity.png,.png,186055,2026-06-22 21:52:01
10_其他可审计文件,mvp_cn/data/raw/akshare_macro/money_supply.csv,.csv,21969,2026-06-22 21:52:01
10_其他可审计文件,quant-research-platform/projects/model-comparison-report/assets/figures/macro_overlay_equity.png,.png,186055,2026-06-22 21:52:01
10_其他可审计文件,quant-research-platform/projects/model-comparison-report/assets/figures/macro_overlay_exposure.png,.png,53433,2026-06-22 21:52:01
10_其他可审计文件,quant-research-platform/projects/model-comparison-report/assets/tables/external_data_manifest.json,.json,894,2026-06-22 21:52:01
10_其他可审计文件,quant-research-platform/projects/model-comparison-report/assets/tables/external_interface_audit.csv,.csv,988,2026-06-22 21:52:01
10_其他可审计文件,quant-research-platform/projects/model-comparison-report/assets/tables/macro_monthly_snapshot.csv,.csv,12986,2026-06-22 21:52:01
10_其他可审计文件,quant-research-platform/projects/model-comparison-report/assets/tables/macro_signal_states.csv,.csv,4743,2026-06-22 21:52:01
10_其他可审计文件,quant-research-platform/projects/model-comparison-report/assets/tables/macro_supplement_daily_returns.csv,.csv,109758,2026-06-22 21:52:01
10_其他可审计文件,quant-research-platform/projects/model-comparison-report/assets/tables/macro_supplement_metrics.csv,.csv,3081,2026-06-22 21:52:01
10_其他可审计文件,quant-research-platform/projects/model-comparison-report/README.md,.md,481,2026-06-22 22:02:21
10_其他可审计文件,quant-research-platform/projects/model-comparison-report/source-notes.md,.md,866,2026-06-22 22:02:22
04_Day2_因子筛选与正则化,mvp_cn/model_comparison_config.json,.json,1880,2026-06-22 22:08:21
04_Day2_因子筛选与正则化,mvp_cn/tests/test_model_comparison_schedule.py,.py,2142,2026-06-22 22:08:24
02_Day1_基线优化,mvp_cn/outputs/enhanced/expanded_etf_universe.json,.json,279,2026-06-22 22:08:56
10_其他可审计文件,mvp_cn/data/raw/sina/sh512760.csv,.csv,94503,2026-06-22 22:10:44
10_其他可审计文件,mvp_cn/data/raw/yahoo/512760.SS.json,.json,197141,2026-06-22 22:10:46
10_其他可审计文件,mvp_cn/data/raw/sina/sz159819.csv,.csv,75938,2026-06-22 22:10:48
10_其他可审计文件,mvp_cn/data/raw/yahoo/159819.SZ.json,.json,162031,2026-06-22 22:10:50
10_其他可审计文件,mvp_cn/data/raw/sina/sh512720.csv,.csv,89082,2026-06-22 22:10:53
10_其他可审计文件,mvp_cn/data/raw/yahoo/512720.SS.json,.json,190769,2026-06-22 22:10:55
10_其他可审计文件,mvp_cn/data/raw/sina/sh515030.csv,.csv,84119,2026-06-22 22:10:57
10_其他可审计文件,mvp_cn/data/raw/yahoo/515030.SS.json,.json,175359,2026-06-22 22:10:59
10_其他可审计文件,mvp_cn/data/raw/sina/sz159995.csv,.csv,86263,2026-06-22 22:11:02
10_其他可审计文件,mvp_cn/data/raw/yahoo/159995.SZ.json,.json,178451,2026-06-22 22:11:03
10_其他可审计文件,mvp_cn/data/raw/sina/sh515790.csv,.csv,74270,2026-06-22 22:11:14
10_其他可审计文件,mvp_cn/data/raw/yahoo/515790.SS.json,.json,154356,2026-06-22 22:11:16
10_其他可审计文件,mvp_cn/data/raw/sina/sh515710.csv,.csv,70856,2026-06-22 22:11:18
10_其他可审计文件,mvp_cn/data/raw/yahoo/515710.SS.json,.json,151967,2026-06-22 22:11:20
10_其他可审计文件,mvp_cn/data/raw/sina/sz159996.csv,.csv,81853,2026-06-22 22:11:22
10_其他可审计文件,mvp_cn/data/raw/yahoo/159996.SZ.json,.json,173828,2026-06-22 22:11:24
10_其他可审计文件,mvp_cn/data/raw/sina/sz159858.csv,.csv,67027,2026-06-22 22:11:27
10_其他可审计文件,mvp_cn/data/raw/yahoo/159858.SZ.json,.json,145883,2026-06-22 22:11:28
10_其他可审计文件,mvp_cn/data/raw/sina/sz159870.csv,.csv,69686,2026-06-22 22:11:31
10_其他可审计文件,mvp_cn/data/raw/yahoo/159870.SZ.json,.json,148672,2026-06-22 22:11:32
10_其他可审计文件,mvp_cn/data/raw/sina/sh516950.csv,.csv,66457,2026-06-22 22:11:35
10_其他可审计文件,mvp_cn/data/raw/yahoo/516950.SS.json,.json,142201,2026-06-22 22:11:36
10_其他可审计文件,mvp_cn/data/raw/sina/sz159611.csv,.csv,58945,2026-06-22 22:11:39
10_其他可审计文件,mvp_cn/data/raw/yahoo/159611.SZ.json,.json,124018,2026-06-22 22:11:40
02_Day1_基线优化,mvp_cn/outputs/expanded/targets_月末_原因子.csv,.csv,8556,2026-06-22 22:11:43
02_Day1_基线优化,mvp_cn/outputs/expanded/targets_月中15日_原因子.csv,.csv,8674,2026-06-22 22:11:45
02_Day1_基线优化,mvp_cn/outputs/expanded/targets_月末_增强因子.csv,.csv,8552,2026-06-22 22:11:47
02_Day1_基线优化,mvp_cn/outputs/expanded/expanded_daily_returns.csv,.csv,273182,2026-06-22 22:11:49
02_Day1_基线优化,mvp_cn/outputs/expanded/expanded_metrics.csv,.csv,1584,2026-06-22 22:11:49
02_Day1_基线优化,mvp_cn/outputs/expanded/targets_月中15日_增强因子.csv,.csv,8670,2026-06-22 22:11:49
02_Day1_基线优化,mvp_cn/outputs/expanded/figures/expanded_dashboard.png,.png,346360,2026-06-22 22:11:50
02_Day1_基线优化,mvp_cn/outputs/expanded/etf_analysis.json,.json,16539,2026-06-22 22:13:29
10_其他可审计文件,mvp_cn/data/raw/yahoo/159939.SZ.json,.json,315238,2026-06-22 22:13:29
02_Day1_基线优化,mvp_cn/outputs/granularity/granularity_metrics.csv,.csv,2473,2026-06-22 22:15:13
02_Day1_基线优化,mvp_cn/outputs/granularity/granularity_returns.csv,.csv,499470,2026-06-22 22:15:13
02_Day1_基线优化,mvp_cn/outputs/granularity/figures/granularity_dashboard.png,.png,303058,2026-06-22 22:15:14
10_其他可审计文件,quant-research-platform/projects/model-comparison-report/build_assets.py,.py,6873,2026-06-22 22:24:41
02_Day1_基线优化,mvp_cn/outputs/tech_rotation/tech_metrics.csv,.csv,2701,2026-06-22 22:25:17
02_Day1_基线优化,mvp_cn/outputs/tech_rotation/tech_returns.csv,.csv,459374,2026-06-22 22:25:17
02_Day1_基线优化,mvp_cn/outputs/tech_rotation/figures/tech_rotation_dashboard.png,.png,463626,2026-06-22 22:25:18
02_Day1_基线优化,quant-research-platform/projects/final-classroom-delivery/assets/figures/tech_rotation_dashboard.png,.png,463626,2026-06-22 22:25:18
09_平台工程,quant-research-platform/docs/worklog.md,.md,2565,2026-06-22 22:26:34
09_平台工程,quant-research-platform/docs/ai-interaction-log.md,.md,2753,2026-06-22 22:26:35
10_其他可审计文件,quant-research-platform/projects/model-comparison-report/index.qmd,.qmd,18985,2026-06-22 22:29:09
04_Day2_因子筛选与正则化,mvp_cn/src/model_comparison_research.py,.py,39506,2026-06-22 22:30:21
04_Day2_因子筛选与正则化,mvp_cn/src/verify_model_comparison.py,.py,5010,2026-06-22 22:30:22
03_Day2_频率与ETF宇宙,mvp_cn/outputs/final_report/figures/00_research_roadmap.png,.png,53543,2026-06-22 22:34:44
03_Day2_频率与ETF宇宙,mvp_cn/outputs/final_report/figures/01_factor_ic_bars.png,.png,60042,2026-06-22 22:34:44
03_Day2_频率与ETF宇宙,mvp_cn/outputs/final_report/figures/02_akshare_apis.png,.png,82513,2026-06-22 22:34:44
03_Day2_频率与ETF宇宙,mvp_cn/outputs/final_report/figures/03_etf_timeline.png,.png,113608,2026-06-22 22:34:44
02_Day1_基线优化,mvp_cn/outputs/final_report/figures/04_granularity_summary.png,.png,105549,2026-06-22 22:34:45
03_Day2_频率与ETF宇宙,mvp_cn/outputs/final_report/figures/05_tech_vs_equalweight.png,.png,239320,2026-06-22 22:34:45
03_Day2_频率与ETF宇宙,mvp_cn/outputs/final_report/figures/06_strategy_heatmap.png,.png,97956,2026-06-22 22:34:45
03_Day2_频率与ETF宇宙,mvp_cn/outputs/final_report/figures/07_best_strategy_detail.png,.png,403081,2026-06-22 22:34:46
04_Day2_因子筛选与正则化,mvp_cn/outputs/model_comparison/coefficient_audit.csv,.csv,361400,2026-06-22 22:34:48
04_Day2_因子筛选与正则化,mvp_cn/outputs/model_comparison/coefficient_stability.csv,.csv,17112,2026-06-22 22:34:48
04_Day2_因子筛选与正则化,mvp_cn/outputs/model_comparison/cost_sensitivity.csv,.csv,12527,2026-06-22 22:34:48
04_Day2_因子筛选与正则化,mvp_cn/outputs/model_comparison/lasso_selection_frequency.csv,.csv,255137,2026-06-22 22:34:48
04_Day2_因子筛选与正则化,mvp_cn/outputs/model_comparison/main_daily_returns.csv,.csv,170727,2026-06-22 22:34:48
04_Day2_因子筛选与正则化,mvp_cn/outputs/model_comparison/marginal_improvement.csv,.csv,1147,2026-06-22 22:34:48
04_Day2_因子筛选与正则化,mvp_cn/outputs/model_comparison/model_metrics.csv,.csv,4308,2026-06-22 22:34:48
04_Day2_因子筛选与正则化,mvp_cn/outputs/model_comparison/multi_origin_model_metrics.csv,.csv,12512,2026-06-22 22:34:48
04_Day2_因子筛选与正则化,mvp_cn/outputs/model_comparison/multi_origin_model_returns.csv,.csv,113050,2026-06-22 22:34:48
04_Day2_因子筛选与正则化,mvp_cn/outputs/model_comparison/selection_consistency.csv,.csv,7834,2026-06-22 22:34:48
04_Day2_因子筛选与正则化,mvp_cn/outputs/model_comparison/targets_elastic_net.csv,.csv,5481,2026-06-22 22:34:48
04_Day2_因子筛选与正则化,mvp_cn/outputs/model_comparison/targets_legacy_monthly_ridge5.csv,.csv,5476,2026-06-22 22:34:48
04_Day2_因子筛选与正则化,mvp_cn/outputs/model_comparison/targets_ridge5_quarterly.csv,.csv,5476,2026-06-22 22:34:48
04_Day2_因子筛选与正则化,mvp_cn/outputs/model_comparison/targets_stability_lasso_ridge.csv,.csv,5474,2026-06-22 22:34:48
04_Day2_因子筛选与正则化,mvp_cn/outputs/model_comparison/training_window_robustness.csv,.csv,2449,2026-06-22 22:34:48
04_Day2_因子筛选与正则化,mvp_cn/outputs/model_comparison/ytd_2026_metrics.csv,.csv,1465,2026-06-22 22:34:48
04_Day2_因子筛选与正则化,quant-research-platform/projects/final-classroom-delivery/assets/tables/lasso_selection_frequency.csv,.csv,255137,2026-06-22 22:34:48
04_Day2_因子筛选与正则化,quant-research-platform/projects/model-comparison-report/assets/tables/lasso_selection_frequency.csv,.csv,255137,2026-06-22 22:34:48
04_Day2_因子筛选与正则化,quant-research-platform/projects/model-comparison-report/assets/tables/targets_stability_lasso_ridge.csv,.csv,5474,2026-06-22 22:34:48
08_课堂交付,quant-research-platform/projects/final-classroom-delivery/assets/tables/model_metrics.csv,.csv,4308,2026-06-22 22:34:48
08_课堂交付,quant-research-platform/projects/final-classroom-delivery/assets/tables/selection_consistency.csv,.csv,7834,2026-06-22 22:34:48
10_其他可审计文件,quant-research-platform/projects/model-comparison-report/assets/tables/coefficient_audit.csv,.csv,361400,2026-06-22 22:34:48
10_其他可审计文件,quant-research-platform/projects/model-comparison-report/assets/tables/coefficient_stability.csv,.csv,17112,2026-06-22 22:34:48
10_其他可审计文件,quant-research-platform/projects/model-comparison-report/assets/tables/cost_sensitivity.csv,.csv,12527,2026-06-22 22:34:48
10_其他可审计文件,quant-research-platform/projects/model-comparison-report/assets/tables/main_daily_returns.csv,.csv,170727,2026-06-22 22:34:48
10_其他可审计文件,quant-research-platform/projects/model-comparison-report/assets/tables/marginal_improvement.csv,.csv,1147,2026-06-22 22:34:48
10_其他可审计文件,quant-research-platform/projects/model-comparison-report/assets/tables/model_metrics.csv,.csv,4308,2026-06-22 22:34:48
10_其他可审计文件,quant-research-platform/projects/model-comparison-report/assets/tables/multi_origin_model_metrics.csv,.csv,12512,2026-06-22 22:34:48
10_其他可审计文件,quant-research-platform/projects/model-comparison-report/assets/tables/multi_origin_model_returns.csv,.csv,113050,2026-06-22 22:34:48
10_其他可审计文件,quant-research-platform/projects/model-comparison-report/assets/tables/selection_consistency.csv,.csv,7834,2026-06-22 22:34:48
10_其他可审计文件,quant-research-platform/projects/model-comparison-report/assets/tables/targets_elastic_net.csv,.csv,5481,2026-06-22 22:34:48
10_其他可审计文件,quant-research-platform/projects/model-comparison-report/assets/tables/targets_legacy_monthly_ridge5.csv,.csv,5476,2026-06-22 22:34:48
10_其他可审计文件,quant-research-platform/projects/model-comparison-report/assets/tables/targets_ridge5_quarterly.csv,.csv,5476,2026-06-22 22:34:48
10_其他可审计文件,quant-research-platform/projects/model-comparison-report/assets/tables/training_window_robustness.csv,.csv,2449,2026-06-22 22:34:48
10_其他可审计文件,quant-research-platform/projects/model-comparison-report/assets/tables/ytd_2026_metrics.csv,.csv,1465,2026-06-22 22:34:48
04_Day2_因子筛选与正则化,mvp_cn/outputs/model_comparison/figures/main_drawdown_comparison.png,.png,347327,2026-06-22 22:34:49
04_Day2_因子筛选与正则化,mvp_cn/outputs/model_comparison/figures/main_equity_comparison.png,.png,292632,2026-06-22 22:34:49
08_课堂交付,quant-research-platform/projects/final-classroom-delivery/assets/figures/model_drawdown_comparison.png,.png,347327,2026-06-22 22:34:49
08_课堂交付,quant-research-platform/projects/final-classroom-delivery/assets/figures/model_equity_comparison.png,.png,292632,2026-06-22 22:34:49
10_其他可审计文件,quant-research-platform/projects/model-comparison-report/assets/figures/main_drawdown_comparison.png,.png,347327,2026-06-22 22:34:49
10_其他可审计文件,quant-research-platform/projects/model-comparison-report/assets/figures/main_equity_comparison.png,.png,292632,2026-06-22 22:34:49
04_Day2_因子筛选与正则化,mvp_cn/outputs/model_comparison/figures/cost_sensitivity.png,.png,133671,2026-06-22 22:34:50
04_Day2_因子筛选与正则化,mvp_cn/outputs/model_comparison/figures/main_metric_comparison.png,.png,95894,2026-06-22 22:34:50
08_课堂交付,quant-research-platform/projects/final-classroom-delivery/assets/figures/model_cost_sensitivity.png,.png,133671,2026-06-22 22:34:50
08_课堂交付,quant-research-platform/projects/final-classroom-delivery/assets/figures/model_metric_comparison.png,.png,95894,2026-06-22 22:34:50
10_其他可审计文件,quant-research-platform/projects/model-comparison-report/assets/figures/cost_sensitivity.png,.png,133671,2026-06-22 22:34:50
10_其他可审计文件,quant-research-platform/projects/model-comparison-report/assets/figures/main_metric_comparison.png,.png,95894,2026-06-22 22:34:50
04_Day2_因子筛选与正则化,mvp_cn/outputs/model_comparison/figures/lasso_selection_frequency.png,.png,247254,2026-06-22 22:34:51
04_Day2_因子筛选与正则化,mvp_cn/outputs/model_comparison/figures/training_window_sharpe.png,.png,54823,2026-06-22 22:34:51
04_Day2_因子筛选与正则化,quant-research-platform/projects/final-classroom-delivery/assets/figures/lasso_selection_frequency.png,.png,247254,2026-06-22 22:34:51
04_Day2_因子筛选与正则化,quant-research-platform/projects/model-comparison-report/assets/figures/lasso_selection_frequency.png,.png,247254,2026-06-22 22:34:51
08_课堂交付,quant-research-platform/projects/final-classroom-delivery/assets/figures/model_training_window_sharpe.png,.png,54823,2026-06-22 22:34:51
10_其他可审计文件,quant-research-platform/projects/model-comparison-report/assets/figures/training_window_sharpe.png,.png,54823,2026-06-22 22:34:51
04_Day2_因子筛选与正则化,mvp_cn/outputs/model_comparison/figures/multi_origin_model_comparison.png,.png,737344,2026-06-22 22:34:52
04_Day2_因子筛选与正则化,mvp_cn/outputs/model_comparison/run_summary.json,.json,804,2026-06-22 22:34:52
04_Day2_因子筛选与正则化,quant-research-platform/projects/model-comparison-report/assets/figures/multi_origin_model_comparison.png,.png,737344,2026-06-22 22:34:52
10_其他可审计文件,quant-research-platform/projects/model-comparison-report/assets/tables/run_summary.json,.json,804,2026-06-22 22:34:52
03_Day2_频率与ETF宇宙,mvp_cn/outputs/final_report/report.html,.html,4980668,2026-06-22 22:35:06
10_其他可审计文件,quant-research-platform/projects/model-comparison-report/assets/tables/verification_report.json,.json,413,2026-06-22 22:36:20
10_其他可审计文件,quant-research-platform/projects/model-comparison-report/assets/figures/fixed_origin_excess.png,.png,81531,2026-06-22 22:36:44
10_其他可审计文件,quant-research-platform/projects/model-comparison-report/assets/figures/marginal_sharpe.png,.png,49528,2026-06-22 22:36:44
10_其他可审计文件,quant-research-platform/projects/model-comparison-report/assets/figures/selection_consistency.png,.png,57644,2026-06-22 22:36:44
08_课堂交付,quant-research-platform/projects/final-classroom-delivery/assets/figures/oos_ic_training_windows.png,.png,68719,2026-06-22 22:36:45
10_其他可审计文件,quant-research-platform/projects/model-comparison-report/assets/figures/oos_ic_training_windows.png,.png,68719,2026-06-22 22:36:45
10_其他可审计文件,quant-research-platform/projects/model-comparison-report/chart-map.json,.json,801,2026-06-22 22:36:45
09_平台工程,quant-research-platform/docs/document-log.md,.md,738,2026-06-22 22:37:15
04_Day2_因子筛选与正则化,mvp_cn/outputs/model_comparison/verification_report.json,.json,413,2026-06-22 22:37:26
05_Day2_新增维度与失败尝试,mvp_cn/outputs/crash_filter/targets_崩盘保护(仅恐慌空仓).csv,.csv,10543,2026-06-22 22:48:00
05_Day2_新增维度与失败尝试,mvp_cn/outputs/crash_filter/targets_200MA过滤(原始规则).csv,.csv,9396,2026-06-22 22:48:02
05_Day2_新增维度与失败尝试,mvp_cn/outputs/crash_filter/crash_filter_metrics.csv,.csv,1312,2026-06-22 22:48:05
05_Day2_新增维度与失败尝试,mvp_cn/outputs/crash_filter/crash_filter_returns.csv,.csv,350811,2026-06-22 22:48:05
05_Day2_新增维度与失败尝试,mvp_cn/outputs/crash_filter/targets_无过滤(始终持仓).csv,.csv,10682,2026-06-22 22:48:05
05_Day2_新增维度与失败尝试,mvp_cn/outputs/crash_filter/figures/crash_filter_comparison.png,.png,348446,2026-06-22 22:48:07
02_Day1_基线优化,mvp_cn/outputs/ma_regime/ma_regime_metrics.csv,.csv,2239,2026-06-22 22:51:37
02_Day1_基线优化,mvp_cn/outputs/ma_regime/ma_regime_returns.csv,.csv,688039,2026-06-22 22:51:37
02_Day1_基线优化,mvp_cn/outputs/ma_regime/figures/ma_regime_comparison.png,.png,402638,2026-06-22 22:51:38
02_Day1_基线优化,mvp_cn/outputs/ma_regime/figures/200ma_slope_detail.png,.png,192843,2026-06-22 22:53:40
02_Day1_基线优化,mvp_cn/outputs/ma180_final/figures/ma_selection_process.png,.png,342282,2026-06-22 23:05:25
08_课堂交付,quant-research-platform/projects/final-classroom-delivery/assets/figures/ma_selection_process.png,.png,342282,2026-06-22 23:05:25
10_其他可审计文件,quant-research-platform/projects/figures/ma_selection_process.png,.png,342282,2026-06-22 23:05:25
02_Day1_基线优化,mvp_cn/outputs/ma180_final/holdout_robustness.csv,.csv,4794,2026-06-22 23:09:34
02_Day1_基线优化,mvp_cn/outputs/ma180_final/figures/holdout_robustness.png,.png,179761,2026-06-22 23:09:35
02_Day1_基线优化,mvp_cn/outputs/ma180_final/figures/why_180_beats_200.png,.png,104392,2026-06-22 23:10:59
08_课堂交付,quant-research-platform/projects/final-classroom-delivery/assets/figures/rep_why_180_beats_200.png,.png,104392,2026-06-22 23:10:59
08_课堂交付,quant-research-platform/projects/final-classroom-delivery/assets/figures/why_180_beats_200.png,.png,104392,2026-06-22 23:10:59
02_Day1_基线优化,mvp_cn/outputs/ma180_final/trade_log.csv,.csv,26434,2026-06-22 23:25:05
02_Day1_基线优化,mvp_cn/outputs/ma180_final/figures/180ma_comprehensive_report.png,.png,796007,2026-06-22 23:25:06
10_其他可审计文件,quant-research-platform/projects/figures/180ma_comprehensive_report.png,.png,796007,2026-06-22 23:25:06
