period,start,end,sample_days,factor_spec,train_mode,cagr,ann_vol,sharpe,max_drawdown,calmar,monthly_win_rate,annual_gross_turnover
full_walk_forward,2020-10-12,2026-06-18,1355,base_5,rolling_5y,0.13011724436511019,0.20958846101222042,0.6888537639814304,-0.29822879391681134,0.4363000723578871,0.5217391304347826,2.1849716216643924
development,2020-10-12,2022-12-30,540,base_5,rolling_5y,0.035976307831085075,0.23733971437924983,0.2678623477208925,-0.29822879391681134,0.12063324724144642,0.4444444444444444,2.6541368450149654
seen_holdout,2023-01-03,2026-06-18,815,base_5,rolling_5y,0.19715796821723464,0.18905035430768244,1.0468795094212358,-0.15148312045360823,1.3015177375991165,0.5714285714285714,1.8741136822664657
full_walk_forward,2020-10-12,2026-06-18,1355,base_5,rolling_8y,0.20063677812507597,0.2222974154658024,0.9341503246780601,-0.21870128814308676,0.9174009893979592,0.6086956521739131,6.663441014429135
development,2020-10-12,2022-12-30,540,base_5,rolling_8y,0.1555245401488281,0.2532686277966729,0.6979847646647009,-0.21870128814308676,0.7111276822799285,0.5925925925925926,7.303138092605188
seen_holdout,2023-01-03,2026-06-18,815,base_5,rolling_8y,0.23149294770122442,0.19929822631687621,1.1446193389556323,-0.13231873587298304,1.7495099705565647,0.6190476190476191,6.2395926436131
full_walk_forward,2020-10-12,2026-06-18,1355,base_5,expanding,0.1875586262544815,0.2208749786860096,0.889082555129407,-0.21870128814308676,0.8576018360338602,0.6231884057971014,7.1990111769804885
development,2020-10-12,2022-12-30,540,base_5,expanding,0.1555245401488281,0.2532686277966729,0.6979847646647009,-0.21870128814308676,0.7111276822799285,0.5925925925925926,7.303138092605188
seen_holdout,2023-01-03,2026-06-18,815,base_5,expanding,0.20927129386837184,0.19665629873470633,1.0646064516841867,-0.1334537767210323,1.568118183015728,0.6428571428571429,7.13001911018621
