variant,mean_sharpe,mean_cagr,worst_dd
score_only_equal_no_trend,0.4228685184118022,0.04272157889667016,-0.3839825921922212
score_plus_trend_equal,0.6118803481089289,0.06878835669135214,-0.2546149758165171
score_plus_invvol_no_trend,0.3885952345181111,0.03800895687299144,-0.3650720831650065
full_trend_invvol,0.6011053571486192,0.06618676206742682,-0.2613403195972561
