row_0,sh510150,sh510170,sh510230,sz159929,sz159930,sh512330
sh510150,0.696969696969697,0.12121212121212122,0.06060606060606061,0.09090909090909091,0.0,0.030303030303030304
sh510170,0.20833333333333334,0.5,0.041666666666666664,0.041666666666666664,0.16666666666666666,0.041666666666666664
sh510230,0.06976744186046512,0.023255813953488372,0.6744186046511628,0.06976744186046512,0.046511627906976744,0.11627906976744186
sz159929,0.038461538461538464,0.07692307692307693,0.11538461538461539,0.6538461538461539,0.07692307692307693,0.038461538461538464
sz159930,0.0,0.125,0.08333333333333333,0.0,0.6666666666666666,0.125
sh512330,0.034482758620689655,0.034482758620689655,0.20689655172413793,0.06896551724137931,0.0,0.6551724137931034
